tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
9606	Homo sapiens	2962	0	live	GTF2F1	BTF4, RAP74, TF2F1, TFIIF	general transcription factor IIF subunit 1	general transcription factor IIF subunit 1|TFIIF-alpha|general transcription factor IIF 74 kDa subunit|general transcription factor IIF, polypeptide 1, 74kDa|transcription initiation factor IIF subunit alpha|transcription initiation factor RAP74	19p13.3	19	NC_000019.10	6379572	6393164	minus	14	189968	
9606	Homo sapiens	23022	0	live	PALLD	CGI-151, CGI151, MYN, PNCA1, SIH002	palladin, cytoskeletal associated protein	palladin|myoneurin|sarcoma antigen NY-SAR-77	4q32.3	4	NC_000004.12	168497052	168928441	plus	28	608092	
9606	Homo sapiens	23394	0	live	ADNP	ADNP1, HVDAS, MRD28	activity dependent neuroprotector homeobox	activity-dependent neuroprotector homeobox protein|ADNP homeobox 1|activity-dependent neuroprotective protein|activity-dependent neuroprotector	20q13.13	20	NC_000020.11	50888918	50931437	minus	8	611386	
9606	Homo sapiens	11143	0	live	KAT7	HBO1, HBOA, MYST2, ZC2HC7	lysine acetyltransferase 7	histone acetyltransferase KAT7|K(lysine) acetyltransferase 7|MOZ, YBF2/SAS3, SAS2 and TIP60 protein 2|MYST histone acetyltransferase 2|histone acetyltransferase MYST2|histone acetyltransferase binding to ORC1	17q21.33	17	NC_000017.11	49788681	49835026	plus	15	609880	
9606	Homo sapiens	3796	0	live	KIF2A	CDCBM3, HK2, KIF2	kinesin family member 2A	kinesin-like protein KIF2A|Kinesin, heavy chain, 2|kinesin heavy chain member 2A|kinesin-2	5q12.1	5	NC_000005.10	62306206	62391025	plus	22	602591	
9606	Homo sapiens	6185	0	live	RPN2	RIBIIR, RPN-II, RPNII, SWP1	ribophorin II	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2|dolichyl-diphosphooligosaccharide--protein glycosyltransferase 63 kDa subunit|oligosaccharyltransferase complex subunit (non-catalytic)|ribophorin-2	20q11.23	20	NC_000020.11	37179330	37241619	plus	19	180490	
9606	Homo sapiens	26060	0	live	APPL1	APPL, DIP13alpha, MODY14	adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1	DCC-interacting protein 13-alpha|AKT2 interactor|adapter protein containing PH domain, PTB domain and leucine zipper motif 1|adaptor protein containing pH domain, PTB domain and leucine zipper motif 1|adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 1|dip13-alpha|signaling adaptor protein DIP13alpha	3p14.3	3	NC_000003.12	57227729	57273471	plus	23	604299	
9606	Homo sapiens	3032	0	live	HADHB	ECHB, MSTP029, MTPB, MTPD, MTPD2, TP-BETA	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta	trifunctional enzyme subunit beta, mitochondrial|2-enoyl-Coenzyme A (CoA) hydratase, beta subunit|3-ketoacyl-Coenzyme A (CoA) thiolase of mitochondrial trifunctional protein, beta subunit|acetyl-CoA acyltransferase|beta-ketothiolase|hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), beta subunit|hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (trifunctional protein), beta subunit	2p23.3	2	NC_000002.12	26244939	26290465	plus	17	143450	
9606	Homo sapiens	638	0	live	BIK	BIP1, BP4, NBK	BCL2 interacting killer	bcl-2-interacting killer|BCL2-interacting killer (apoptosis-inducing)|apoptosis inducer NBK|apoptosis-inducing NBK|natural born killer	22q13.2	22	NC_000022.11	43110750	43129712	plus	5	603392	
9606	Homo sapiens	7086	0	live	TKT	HEL-S-48, HEL107, SDDHD, TK1, TKT	transketolase	transketolase|epididymis luminal protein 107|epididymis secretory protein Li 48	3p21.1	3	NC_000003.12	53224712	53256022	minus	15	606781	
9606	Homo sapiens	5432	0	live	POLR2C	RPB3, RPB31, hRPB33, hsRPB3	RNA polymerase II subunit C	DNA-directed RNA polymerase II subunit RPB3|DNA-directed RNA polymerase II 33 kDa polypeptide|DNA-directed RNA polymerase II subunit C|RNA polymerase II subunit 3|RNA polymerase II subunit B3|RPB33|polymerase (RNA) II (DNA directed) polypeptide C, 33kDa|polymerase (RNA) II subunit C	16q21	16	NC_000016.10	57462679	57472009	plus	9	180663	
9606	Homo sapiens	311	0	live	ANXA11	ALS23, ANX11, CAP-50, CAP50, IBMWMA	annexin A11	annexin A11|56 kDa autoantigen|annexin XI|annexin-11|calcyclin-associated annexin 50|epididymis secretory sperm binding protein	10q22.3	10	NC_000010.11	80150889	80205808	minus	21	602572	
9606	Homo sapiens	11198	0	live	SUPT16H	CDC68, FACTP140, NEDDFAC, SPT16, SPT16/CDC68	SPT16 homolog, facilitates chromatin remodeling subunit	FACT complex subunit SPT16|FACT 140 kDa subunit|chromatin-specific transcription elongation factor 140 kDa subunit|facilitates chromatin remodeling 140 kDa subunit|facilitates chromatin transcription complex subunit SPT16|hSPT16|suppressor of Ty 16 homolog	14q11.2	14	NC_000014.9	21351476	21384019	minus	27	605012	
9606	Homo sapiens	6128	0	live	RPL6	L6, SHUJUN-2, TAXREB107, TXREB1, eL6	ribosomal protein L6	large ribosomal subunit protein eL6|60S ribosomal protein L6|DNA-binding protein TAXREB107|neoplasm-related protein C140|tax-responsive enhancer element-binding protein 107	12q24.13	12	NC_000012.12	112405181	112418835	minus	12	603703	
9606	Homo sapiens	5073	0	live	PARN	DAN, DKCB6, PFBMFT4	poly(A)-specific ribonuclease	poly(A)-specific ribonuclease PARN|deadenylating nuclease|deadenylation nuclease|polyadenylate-specific ribonuclease	16p13.12	16	NC_000016.10	14435701	14630260	minus	26	604212	
9606	Homo sapiens	22938	0	live	SNW1	Bx42, FUN20, NCOA-62, PRPF45, Prp45, SKIIP, SKIP, SKIP1	SNW domain containing 1	SNW domain-containing protein 1|SKI interacting protein|homolog of Drosophila BX42|nuclear protein SkiP|nuclear receptor coactivator NCoA-62|nuclear receptor coactivator, 62-kD|ski-interacting protein	14q24.3	14	NC_000014.9	77717599	77761156	minus	13	603055	
9606	Homo sapiens	10112	0	live	KIF20A	MKLP2, RAB6KIFL, RCM6	kinesin family member 20A	kinesin-like protein KIF20A|GG10_2|RAB6 interacting, kinesin-like (rabkinesin6)|mitotic kinesin-like protein 2|rab6-interacting kinesin-like protein|rabkinesin-6	5q31.2	5	NC_000005.10	138179112	138187723	plus	19	605664	
9606	Homo sapiens	7965	0	live	AIMP2	HLD17, JTV-1, JTV1, P38	aminoacyl tRNA synthetase complex interacting multifunctional protein 2	aminoacyl tRNA synthase complex-interacting multifunctional protein 2|ARS-interacting multi-functional protein 2|multisynthase complex auxiliary component p38|multisynthetase complex auxiliary component p38|protein JTV-1	7p22.1	7	NC_000007.14	6009272	6023834	plus	9	600859	
9606	Homo sapiens	3006	0	live	H1-2	H1.2, H1C, H1F2, H1s-1, HIST1H1C	H1.2 linker histone, cluster member	histone H1.2|H1 histone family, member 2|histone 1, H1c|histone H1c|histone H1d|histone H1s-1|histone cluster 1 H1 family member c|histone cluster 1, H1c	6p22.2	6	NC_000006.12	26055740	26056470	minus	1	142710	
9606	Homo sapiens	5521	0	live	PPP2R2B	B55BETA, PP2AB55BETA, PP2ABBETA, PP2APR55B, PP2APR55BETA, PR2AB55BETA, PR2ABBETA, PR2APR55BETA, PR52B, PR55-BETA, PR55BETA, SCA12	protein phosphatase 2 regulatory subunit Bbeta	serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B beta isoform|protein phosphatase 2, regulatory subunit B, beta	5q32	5	NC_000005.10	146580742	147081520	minus	15	604325	
9606	Homo sapiens	4540	0	live	MT-ND5	MTND5, ND5	mitochondrially encoded NADH dehydrogenase 5	NADH dehydrogenase subunit 5		MT	NC_012920.1	12337	14148	plus	0		
9606	Homo sapiens	9493	0	live	KIF23	CDA3, CDAIII, CDAN3, CDAN3A, CHO1, KNSL5, MKLP-1, MKLP1	kinesin family member 23	kinesin-like protein KIF23|congenital dyserythropoietic anemia, type III|kinesin-like 5 (mitotic kinesin-like protein 1)	15q23	15	NC_000015.10	69414349	69448427	plus	25	605064	
9606	Homo sapiens	8481	0	live	OFD1	71-7A, CXorf5, JBTS10, RP23, SGBS2	OFD1 centriole and centriolar satellite protein	centriole and centriolar satellite protein OFD1|Joubert syndrome type 10|oral-facial-digital syndrome 1 protein|protein 71-7A	Xp22.2	X	NC_000023.11	13714505	13773738	plus	27	300170	
9606	Homo sapiens	10992	0	live	SF3B2	CFM, Cus1, HFM, SAP145, SF3B145, SF3b1, SF3b150	splicing factor 3b subunit 2	splicing factor 3B subunit 2|SAP 145|pre-mRNA splicing factor SF3b 145 kDa subunit|spliceosome associated protein 145|splicing factor 3b, subunit 2, 145kD|splicing factor 3b, subunit 2, 145kDa	11q13.1	11	NC_000011.10	66052364	66069308	plus	22	605591	
7227	Drosophila melanogaster	42871	0	live	Apc2	Dmel_CG6193, APC, APC2, CG6193, D-APC2, Dm APC2, Dmel\CG6193, E-APC, E-APC dAPC2, apc2, d-APC2, dAPC2, dAPC2/E-APC, dApc2, dapc2, e-apc	Adenomatous polyposis coli 2	adenomatous polyposis coli 2|Apc2-PA|Apc2-PB|Apc2-PC|CG6193-PA|CG6193-PB|CG6193-PC|adenomatous polyposis coli tumor suppressor homolog 2|epithelial adenomatous polyposis coli	3-83 cM	3R	NT_033777.3	24163966	24168264	plus	4		
9606	Homo sapiens	6124	0	live	RPL4	L4, uL4	ribosomal protein L4	large ribosomal subunit protein uL4|60S ribosomal protein L1|60S ribosomal protein L4	15q22.31	15	NC_000015.10	66498015	66504855	minus	10	180479	
9606	Homo sapiens	6129	0	live	RPL7	L7, humL7-1, uL30	ribosomal protein L7	large ribosomal subunit protein uL30|60S ribosomal protein L7	8q21.11	8	NC_000008.11	73290242	73294466	minus	8	604166	
9606	Homo sapiens	9757	0	live	KMT2B	CXXC10, DYT28, HRX2, MLL1B, MLL2, MLL4, MRD68, TRX2, WBP-7, WBP7	lysine methyltransferase 2B	histone-lysine N-methyltransferase 2B|WW domain binding protein 7|histone-lysine N-methyltransferase MLL4|lysine (K)-specific methyltransferase 2B|mixed lineage leukemia gene homolog 2|myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila) 4|myeloid/lymphoid or mixed-lineage leukemia protein 4|trithorax homologue 2	19q13.12	19	NC_000019.10	35718003	35738878	plus	38	606834	
9606	Homo sapiens	6232	0	live	RPS27	DBA17, MPS-1, MPS1, S27, eS27	ribosomal protein S27	small ribosomal subunit protein eS27|metallopan-stimulin 1|metallopanstimulin 1	1q21.3	1	NC_000001.11	153990762	153992155	plus	4	603702	
9606	Homo sapiens	9532	0	live	BAG2	BAG-2, dJ417I1.2	BAG cochaperone 2	BAG family molecular chaperone regulator 2|BCL2 associated athanogene 2|bcl-2-associated athanogene 2|dJ417I1.2 (BAG-family molecular chaperone regulator 2)	6p12.1	6	NC_000006.12	57172326	57189833	plus	5	603882	
9606	Homo sapiens	6189	0	live	RPS3A	FTE1, MFTL, S3A, eS1	ribosomal protein S3A	small ribosomal subunit protein eS1|40S ribosomal protein S3a|fte-1|v-fos transformation effector protein 1	4q31.3	4	NC_000004.12	151099628	151104642	plus	5	180478	
9606	Homo sapiens	23581	0	live	CASP14	ARCI12, caspase-14	caspase 14	caspase-14|CASP-14|apoptosis-related cysteine protease|caspase 14, apoptosis-related cysteine peptidase|caspase 14, apoptosis-related cysteine protease|mini-ICE	19p13.12	19	NC_000019.10	15049480	15058293	plus	7	605848	
9606	Homo sapiens	64802	0	live	NMNAT1	LCA9, NMNAT, PNAT1, SHILCA	nicotinamide nucleotide adenylyltransferase 1	nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1|NMN adenylyltransferase 1|NMN/NaMN adenylyltransferase 1|NaMN adenylyltransferase 1|nicotinamide mononucleotide adenylyltransferase 1|nicotinate-nucleotide adenylyltransferase 1|pyridine nucleotide adenylyltransferase 1	1p36.22	1	NC_000001.11	9942923	9996892	plus	9	608700	
9606	Homo sapiens	22978	0	live	NT5C2	GMP, NT5B, PNT5, SPG45, SPG65, cN-II	5'-nucleotidase, cytosolic II	cytosolic purine 5'-nucleotidase|5'-nucleotidase (purine), cytosolic type B|IMP-specific 5'-NT|cytosolic IMP/GMP-specific 5'-nucleotidase|cytosolic nucleoside phosphotransferase 5'N|epididymis secretory sperm binding protein|high Km 5'-nucleotidase|spastic paraplegia 45 (autosomal recessive)	10q24.32-q24.33	10	NC_000010.11	103088017	103193272	minus	29	600417	
9606	Homo sapiens	293	0	live	SLC25A6	AAC3, ANT, ANT 2, ANT 3, ANT3, ANT3Y	solute carrier family 25 member 6	ADP/ATP translocase 3|ADP,ATP carrier protein 3|ADP,ATP carrier protein, liver|ADP/ATP translocator of liver|adenine nucleotide translocator 3|epididymis secretory sperm binding protein|solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 6	X;Y	X	NC_000023.11	1386152	1392113	minus	4	300151,403000	
9606	Homo sapiens	293	0	live	SLC25A6	AAC3, ANT, ANT 2, ANT 3, ANT3, ANT3Y	solute carrier family 25 member 6	ADP/ATP translocase 3|ADP,ATP carrier protein 3|ADP,ATP carrier protein, liver|ADP/ATP translocator of liver|adenine nucleotide translocator 3|epididymis secretory sperm binding protein|solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 6	X;Y	Y	NC_000024.10	1386152	1392113	minus	4	300151,403000	
9606	Homo sapiens	10269	0	live	ZMPSTE24	FACE-1, FACE1, HGPS, PRO1, RSDM1, STE24, Ste24p	zinc metallopeptidase STE24	CAAX prenyl protease 1 homolog|farnesylated proteins-converting enzyme 1|prenyl protein-specific endoprotease 1|zinc metallopeptidase STE24 homolog|zinc metalloproteinase Ste24 homolog	1p34.2	1	NC_000001.11	40258236	40294180	plus	12	606480	
9606	Homo sapiens	51720	0	live	UIMC1	RAP80, X2HRIP110	ubiquitin interaction motif containing 1	BRCA1-A complex subunit RAP80|receptor-associated protein 80|retinoid X receptor-interacting protein 110	5q35.2	5	NC_000005.10	176905005	177022602	minus	20	609433	
9606	Homo sapiens	10236	0	live	HNRNPR	HNRPR, NEDDFSB, hnRNP-R	heterogeneous nuclear ribonucleoprotein R	heterogeneous nuclear ribonucleoprotein R	1p36.12	1	NC_000001.11	23304688	23344284	minus	11	607201	
9606	Homo sapiens	1831	0	live	TSC22D3	DIP, DSIPI, GILZ, TSC-22R	TSC22 domain family member 3	TSC22 domain family protein 3|DSIP-immunoreactive leucine zipper protein|DSIP-immunoreactive peptide|TSC-22 related protein|TSC-22-like protein|delta sleep-inducing peptide immunoreactor|glucocorticoid-induced leucine zipper protein	Xq22.3	X	NC_000023.11	107713221	107775988	minus	6	300506	
9606	Homo sapiens	1315	0	live	COPB1	BARMACS, COPB	COPI coat complex subunit beta 1	coatomer subunit beta|beta coat protein|beta-cop|coatomer protein complex subunit beta 1	11p15.2	11	NC_000011.10	14457512	14499811	minus	22	600959	
9606	Homo sapiens	8411	0	live	EEA1	MST105, MSTP105, ZFYVE2	early endosome antigen 1	early endosome antigen 1|early endosome antigen 1, 162kD|early endosome-associated protein|endosome-associated protein p162|zinc finger FYVE domain-containing protein 2	12q22	12	NC_000012.12	92770637	92929295	minus	30	605070	
9606	Homo sapiens	9040	0	live	UBE2M	UBC-RS2, UBC12, hUbc12	ubiquitin conjugating enzyme E2 M	NEDD8-conjugating enzyme Ubc12|NEDD8 carrier protein|NEDD8 protein ligase|epididymis secretory sperm binding protein|ubiquitin carrier protein M|ubiquitin conjugating enzyme E2M|ubiquitin-conjugating enzyme E2M (UBC12 homolog, yeast)|ubiquitin-protein ligase M|yeast UBC12 homolog	19q13.43	19	NC_000019.10	58555712	58558611	minus	6	603173	
9606	Homo sapiens	57448	0	live	BIRC6	APOLLON, BRUCE	baculoviral IAP repeat containing 6	baculoviral IAP repeat-containing protein 6|BIR repeat-containing ubiquitin-conjugating enzyme|RING-type E3 ubiquitin transferase BIRC6|ubiquitin-conjugating BIR-domain enzyme apollon	2p22.3	2	NC_000002.12	32357023	32618878	plus	75	605638	
9606	Homo sapiens	9495	0	live	AKAP5	AKAP75, AKAP79, H21	A-kinase anchoring protein 5	A-kinase anchor protein 5|A kinase (PRKA) anchor protein 5|A-kinase anchor protein 79 kDa|A-kinase anchoring protein 75/79|AKAP 79|cAMP-dependent protein kinase regulatory subunit II high affinity-binding protein	14q23.3	14	NC_000014.9	64465499	64474503	plus	2	604688	
9606	Homo sapiens	10432	0	live	RBM14	COAA, PSP2, SIP, SYTIP1, TMEM137	RNA binding motif protein 14	RNA-binding protein 14|RRM-containing coactivator activator/modulator|SYT-interacting protein|paraspeckle protein 2|synaptotagmin-interacting protein|transmembrane protein 137	11q13.2	11	NC_000011.10	66616630	66629934	plus	3	612409	
9606	Homo sapiens	23193	0	live	GANAB	G2AN, GIIA, GIIalpha, GLUII, PKD3	glucosidase II alpha subunit	neutral alpha-glucosidase AB|alpha-glucosidase 2	11q12.3	11	NC_000011.10	62624829	62646613	minus	26	104160	
9606	Homo sapiens	4026	0	live	LPP		LIM domain containing preferred translocation partner in lipoma	lipoma-preferred partner|LIM protein|lipoma preferred partner	3q27.3-q28	3	NC_000003.12	188153021	188890671	plus	27	600700	
9606	Homo sapiens	7398	0	live	USP1	UBP	ubiquitin specific peptidase 1	ubiquitin carboxyl-terminal hydrolase 1|Ubiquitinyl hydrolase 1, Ubiquitin carboxyl-terminal hydrolase 1, ubiquitin thiolesterase 1|deubiquitinating enzyme 1|hUBP|ubiquitin specific processing protease 1|ubiquitin specific protease 1|ubiquitin thioesterase 1|ubiquitin thiolesterase 1	1p31.3	1	NC_000001.11	62436395	62451804	plus	10	603478	
9606	Homo sapiens	3067	0	live	HDC		histidine decarboxylase	histidine decarboxylase	15q21.2	15	NC_000015.10	50241947	50265726	minus	14	142704	
9606	Homo sapiens	6491	0	live	STIL	MCPH7, SIL	STIL centriolar assembly protein	SCL-interrupting locus protein|SCL/TAL1 interrupting locus|TAL-1-interrupting locus protein	1p33	1	NC_000001.11	47250139	47314896	minus	23	181590	
9606	Homo sapiens	7024	0	live	TFCP2	LBP1C, LSF, LSF1D, SEFC, TFCP2	transcription factor CP2	alpha-globin transcription factor CP2|SAA3 enhancer factor	12q13.12-q13.13	12	NC_000012.12	51093656	51173135	minus	15	189889	
9606	Homo sapiens	6672	0	live	SP100	lysp100b	SP100 nuclear antigen	nuclear autoantigen Sp-100|SP100-HMG nuclear autoantigen|nuclear dot-associated Sp100 protein|speckled 100 kDa	2q37.1	2	NC_000002.12	230416201	230545606	plus	32	604585	
9606	Homo sapiens	5792	0	live	PTPRF	BNAH2, LAR	protein tyrosine phosphatase receptor type F	receptor-type tyrosine-protein phosphatase F|LCA-homolog|leukocyte antigen-related (LAR) PTP receptor|leukocyte antigen-related tyrosine phosphatase|leukocyte common antigen related|protein tyrosine phosphatase, receptor type, F polypeptide|receptor-linked protein-tyrosine phosphatase LAR	1p34.2	1	NC_000001.11	43522051	43623666	plus	43	179590	
9606	Homo sapiens	79084	0	live	WDR77	HKMT1069, MEP-50, MEP50, Nbla10071, p44, p44/Mep50	WD repeat domain 77	methylosome protein WDR77|WD repeat-containing protein 77|androgen receptor cofactor p44|methylosome protein 50|testis tissue sperm-binding protein Li 44a	1p13.2	1	NC_000001.11	111439890	111449256	minus	10	611734	
9606	Homo sapiens	6191	0	live	RPS4X	CCG2, DXS306, RPS4, S4, SCAR, SCR10, eS4	ribosomal protein S4 X-linked	small ribosomal subunit protein eS4, X isoform|40S ribosomal protein S4|cell cycle gene 2|single copy abundant mRNA protein|single-copy abundant mRNA|small ribosomal subunit protein eS4	Xq13.1	X	NC_000023.11	72272042	72277248	minus	7	312760	
9606	Homo sapiens	29927	0	live	SEC61A1	ADTKD5, HNFJ4, HSEC61, SEC61, SEC61A	SEC61 translocon subunit alpha 1	protein transport protein Sec61 subunit alpha isoform 1|SEC61 translocon alpha 1 subunit|Sec61 alpha 1 subunit|Sec61 alpha-1|protein transport protein SEC61 alpha subunit|protein transport protein Sec61 subunit alpha|sec61 homolog	3q21.3	3	NC_000003.12	128051641	128071683	plus	13	609213	
9606	Homo sapiens	8531	0	live	YBX3	CSDA, CSDA1, DBPA, ZONAB	Y-box binding protein 3	Y-box-binding protein 3|DNA-binding protein A|ZO-1-associated nucleic acid-binding protein|cold shock domain-containing protein A|cold-shock domain containing A1|cold-shock domain protein A|single-strand DNA-binding protein NF-GMB	12p13.2	12	NC_000012.12	10699089	10723323	minus	11	603437	
9606	Homo sapiens	10243	0	live	GPHN	GEPH, GPH, GPHRYN, HKPX1, MOCODC	gephyrin	gephyrin	14q23.3-q24.1	14	NC_000014.9	66508147	67735355	plus	29	603930	
9606	Homo sapiens	5606	0	live	MAP2K3	MAPKK3, MEK3, MKK3, PRKMK3, SAPKK-2, SAPKK2	mitogen-activated protein kinase kinase 3	dual specificity mitogen-activated protein kinase kinase 3|MAP kinase kinase 3|MAPK/ERK kinase 3|MAPKK 3|MEK 3|SAPK kinase 2|stress-activated protein kinase kinase 2	17p11.2	17	NC_000017.11	21284711	21315240	plus	15	602315	
9606	Homo sapiens	11345	0	live	GABARAPL2	ATG8, ATG8C, GATE-16, GATE16, GEF-2, GEF2	GABA type A receptor associated protein like 2	gamma-aminobutyric acid receptor-associated protein-like 2|GABA(A) receptor-associated protein-like 2|MAP1 light chain 3 related protein|ganglioside expression factor 2|general protein transport factor p16|golgi-associated ATPase enhancer of 16 kDa	16q23.1	16	NC_000016.10	75566379	75577881	plus	4	607452	
9606	Homo sapiens	56254	0	live	RNF20	BRE1, BRE1A, hBRE1	ring finger protein 20	E3 ubiquitin-protein ligase BRE1A|BRE1 E3 ubiquitin ligase homolog|RING-type E3 ubiquitin transferase BRE1A|homolog of S. cerevisiae BRE1	9q31.1	9	NC_000009.12	101533853	101563344	plus	20	607699	
9606	Homo sapiens	22803	0	live	XRN2		5'-3' exoribonuclease 2	5'-3' exoribonuclease 2|DHM1-like protein|DHP protein	20p11.22	20	NC_000020.11	21303331	21389825	plus	32	608851	
9606	Homo sapiens	100750225	0	live	PCAT1	PCA1, PCAT-1, PiHL	prostate cancer associated transcript 1	p53 inhibiting lncRNA|prostate cancer associated transcript 1 (non-protein coding)	8q24.21	8	NC_000008.11	127013154	127021014	plus	2	616043	
9606	Homo sapiens	6184	0	live	RPN1	OST1, RBPH1	ribophorin I	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1|RPN-I|dolichyl-diphosphooligosaccharide-protein glycosyltransferase 67 kDa subunit|oligosaccharyltransferase 1 homolog|oligosaccharyltransferase complex subunit (non-catalytic)|ribophorin-1	3q21.3	3	NC_000003.12	128619969	128650818	minus	10	180470	
9606	Homo sapiens	7555	0	live	CNBP	CNBP1, DM2, PROMM, RNF163, ZCCHC22, ZNF9	CCHC-type zinc finger nucleic acid binding protein	CCHC-type zinc finger nucleic acid binding protein|cellular nucleic acid-binding protein|erythroid differentiation-related|sterol regulatory element-binding protein|zinc finger protein 273|zinc finger protein 9 (a cellular retroviral nucleic acid binding protein)	3q21.3	3	NC_000003.12	129167827	129183896	minus	5	116955	
9606	Homo sapiens	4645	0	live	MYO5B	DIAR2, MVID1, PFIC10	myosin VB	unconventional myosin-Vb|MYO5B variant protein|myosin-Vb	18q21.1	18	NC_000018.10	49822789	50195147	minus	40	606540	
9606	Homo sapiens	3005	0	live	H1-0	H1.0, H10, H1F0, H1FV	H1.0 linker histone	histone H1.0|H1 histone family member 0|H1.0, H1(0), H1-0|histone H1'|histone H1(0)	22q13.1	22	NC_000022.11	37805229	37807432	plus	1	142708	
9606	Homo sapiens	4343	0	live	MOV10	fSAP113, gb110	Mov10 RNA helicase	helicase MOV-10|Mov10 RISC complex RNA helicase|Mov10, Moloney leukemia virus 10, homolog|armitage homolog|functional spliceosome-associated protein 113|moloney leukemia virus 10 protein|putative helicase MOV-10	1p13.2	1	NC_000001.11	112674439	112700739	plus	24	610742	
9606	Homo sapiens	310	0	live	ANXA7	ANX7, SNX, SYNEXIN	annexin A7	annexin A7|annexin VII|annexin-7	10q22.2	10	NC_000010.11	73375101	73414058	minus	15	186360	
10090	Mus musculus	14088	0	live	Fancc	Facc	Fanconi anemia, complementation group C	Fanconi anemia group C protein homolog	13 32.8 cM	13	NC_000079.7	63452519	63645126	minus	22		
9606	Homo sapiens	9908	0	live	G3BP2		G3BP stress granule assembly factor 2	ras GTPase-activating protein-binding protein 2|G3BP-2|GAP SH3 domain-binding protein 2|GTPase activating protein (SH3 domain) binding protein 2|Ras-GTPase activating protein SH3 domain-binding protein 2	4q21.1	4	NC_000004.12	75642786	75724437	minus	19	620020	
559292	Saccharomyces cerevisiae S288C	853123	0	live	TRX2	YGR209C, LMA1	thioredoxin TRX2	thioredoxin TRX2		VII	NC_001139.9	912913	913227	minus	1		
9606	Homo sapiens	55806	0	live	HR	ALUNC, AU, HSA277165, HYPT4, MUHH, MUHH1	HR lysine demethylase and nuclear receptor corepressor	lysine-specific demethylase hairless|[histone H3]-dimethyl-L-lysine(9) demethylase hairless|hair growth associated|hairless homolog|protein hairless	8p21.3	8	NC_000008.11	22114419	22131052	minus	19	602302	
9606	Homo sapiens	128	0	live	ADH5	ADH-3, ADHX, AMEDS, BMFS7, FALDH, FDH, GSH-FDH, GSNOR, HEL-S-60p	alcohol dehydrogenase 5 (class III), chi polypeptide	alcohol dehydrogenase class-3|S-(hydroxymethyl)glutathione dehydrogenase|S-nitrosoglutathione reductase|alcohol dehydrogenase (class III), chi polypeptide|alcohol dehydrogenase class chi chain|alcohol dehydrogenase class-III|epididymis secretory sperm binding protein Li 60p|formaldehyde dehydrogenase|glutathione-dependent formaldehyde dehydrogenase	4q23	4	NC_000004.12	99070978	99088788	minus	9	103710	
9606	Homo sapiens	54894	0	live	RNF43	RNF124, SSPCS, URCC	ring finger protein 43	E3 ubiquitin-protein ligase RNF43|RING-type E3 ubiquitin transferase RNF43	17q22	17	NC_000017.11	58352500	58417534	minus	12	612482	
9606	Homo sapiens	51520	0	live	LARS1	HSPC192, ILFS1, LARS, LEURS, LEUS, LFIS, LRS, PIG44, RNTLS, hr025Cl	leucyl-tRNA synthetase 1	leucine--tRNA ligase, cytoplasmic|cytoplasmic leucyl-tRNA synthetase|cytosolic leucyl-tRNA synthetase|leucine tRNA ligase 1, cytoplasmic|leucine translase|proliferation-inducing gene 44	5q32	5	NC_000005.10	146113034	146182650	minus	32	151350	
9606	Homo sapiens	7994	0	live	KAT6A	ARTHS, MOZ, MRD32, MYST-3, MYST3, RUNXBP2, ZC2HC6A, ZNF220	lysine acetyltransferase 6A	histone acetyltransferase KAT6A|K(lysine) acetyltransferase 6A|MOZ, YBF2/SAS3, SAS2 and TIP60 protein 3|MYST histone acetyltransferase (monocytic leukemia) 3|histone acetyltransferase MYST3|monocytic leukemia zinc finger protein|runt-related transcription factor binding protein 2|zinc finger protein 220	8p11.21	8	NC_000008.11	41929479	42051987	minus	17	601408	
9606	Homo sapiens	51701	0	live	NLK		nemo like kinase	serine/threonine-protein kinase NLK	17q11.2	17	NC_000017.11	28042677	28206074	plus	13	609476	
9606	Homo sapiens	30818	0	live	KCNIP3	CSEN, DREAM, KCHIP3	potassium voltage-gated channel interacting protein 3	calsenilin|A-type potassium channel modulatory protein 3|DRE-antagonist modulator|Kv channel interacting protein 3, calsenilin|calsenilin, presenilin-binding protein, EF hand transcription factor|kv channel-interacting protein 3|potassium channel interacting protein 3	2q11.1	2	NC_000002.12	95297347	95386077	plus	10	604662	
